region,program_name,hh_size,guaranteed_amount,max_amount,hh_rule_type,simple_schedule,amount_simulable,amount_simulation_notes,source,notes,nuts_code,source_year,year,assumption_no_change,assumption_note
Cantabria,Renta Social Básica,2.0,430.27,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2019,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,3.0,537.84,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2017,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,3.0,537.84,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2018,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,3.0,537.84,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2019,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,4.0,591.63,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2017,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,4.0,591.63,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2018,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,4.0,591.63,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2019,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,5.0,650.79,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2017,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,5.0,650.79,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2018,True,2017 parameters carried forward to 2018-2019
Cantabria,Renta Social Básica,5.0,650.79,672.3,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES13,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,1.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,1.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,1.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,2.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,2.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,2.0,420.42,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,3.0,470.87,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,3.0,470.87,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,3.0,470.87,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,4.0,521.32,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,4.0,521.32,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,4.0,521.32,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,5.0,571.77,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,5.0,571.77,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,5.0,571.77,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,6.0,622.22,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,6.0,622.22,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,6.0,622.22,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,7.0,672.67,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,7.0,672.67,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla-La Mancha,Ingreso Mínimo de Solidaridad,7.0,672.67,723.12,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES42,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,1.0,430.27,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,1.0,430.27,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,1.0,430.27,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,2.0,537.84,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,2.0,537.84,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,2.0,537.84,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,3.0,602.38,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,3.0,602.38,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,3.0,602.38,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,4.0,645.41,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,4.0,645.41,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,4.0,645.41,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,5.0,688.44,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,5.0,688.44,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,5.0,688.44,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,6.0,699.19,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2017,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,6.0,699.19,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2018,True,2017 parameters carried forward to 2018-2019
Castilla y Leon,Renta Garantizada de Ciudadanía,6.0,699.19,699.19,size_schedule,True,True,Later 2017 values after update,Dato sulla RMI 2017.pdf - Cuadro 2,Later 2017 values after update,ES41,2017,2019,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),1.0,564.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2017,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),1.0,564.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2018,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),1.0,564.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2019,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),2.0,836.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2017,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),2.0,836.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2018,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),2.0,836.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2019,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),3.0,909.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2017,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),3.0,909.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2018,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),3.0,909.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2019,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),4.0,982.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2017,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),4.0,982.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2018,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),4.0,982.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2019,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),5.0,1062.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2017,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),5.0,1062.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2018,True,2017 parameters carried forward to 2018-2019
Catalonia,Renta Garantizada de Ciudadanía (RGC),5.0,1062.0,1062.0,size_schedule,True,True,Using RGC from late 2017 onward by assumption,Dato sulla RMI 2017.pdf - Cuadro 13 notes,During 2017 RMI and RGC coexist; using RGC from 2017 onward,ES51,2017,2019,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,1.0,300.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2017,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,1.0,300.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2018,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,1.0,300.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2019,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,2.0,330.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2017,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,2.0,330.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2018,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,2.0,330.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2019,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,3.0,360.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2017,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,3.0,360.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2018,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,3.0,360.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2019,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,4.0,390.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2017,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,4.0,390.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2018,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,4.0,390.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2019,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,5.0,420.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2017,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,5.0,420.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2018,True,2017 parameters carried forward to 2018-2019
Ceuta,Ingreso Mínimo de Inserción Social,5.0,420.0,420.0,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES63,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,1.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,1.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,1.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,2.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,2.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,2.0,430.27,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,3.0,537.84,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,3.0,537.84,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,3.0,537.84,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,4.0,591.62,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,4.0,591.62,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,4.0,591.62,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,5.0,645.41,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,5.0,645.41,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,5.0,645.41,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,6.0,672.3,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,6.0,672.3,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,6.0,672.3,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,7.0,699.19,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2017,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,7.0,699.19,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2018,True,2017 parameters carried forward to 2018-2019
Extremadura,Renta Básica Extremeña de Inserción,7.0,699.19,726.08,size_schedule,True,True,,Dato sulla RMI 2017.pdf - Cuadro 2,,ES43,2017,2019,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),1.0,403.38,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2017,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),1.0,403.38,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2018,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),1.0,403.38,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2019,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),2.0,478.68,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2017,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),2.0,478.68,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2018,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),2.0,478.68,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2019,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),3.0,543.22,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2017,True,2017 parameters carried forward to 2018-2019
Galicia,Renta de Inclusión Social (RISGA),3.0,543.22,726.08,size_schedule,True,True,Larger household sizes may need cap logic,Dato sulla RMI 2017.pdf - Cuadro 8 / notes,Later 2017 values after update; larger sizes may need cap logic,ES11,2017,2018,True,2017 parameters carried forward to 2018-2019
